n,k,mmb_items,ummb_items
11324964,704,15,10
11324964,790,15,10
11332140,954,16,10
11332140,978,16,10
11334538,466,14,9
11334538,1372,16,10
11334538,2054,17,10
11336930,678,14,8
11336930,1348,17,11
11339234,240,13,8
11339234,268,13,8
11339234,272,13,8
11339234,422,13,8
11339234,600,14,9
11339234,844,14,9
11339234,1644,17,11
11339234,1792,17,11
11339234,2110,17,11
11340613,11,7,3
11340613,131,12,7
11340613,308,12,7
11340613,430,14,9
11340613,786,14,9
11340613,968,17,10
11341237,4,4,2
11341237,210,14,8
11341237,495,17,9
11341976,34,9,5
11341976,72,10,5
11343088,225,11,7
11343088,363,12,8
11343088,367,12,8
11343088,1009,14,9
11344104,772,16,9
11345272,5,5,2
11345272,1115,14,9
11346112,193,12,8
11346112,213,12,8
11346112,277,12,8
11346501,87,12,7
11347429,203,13,7
11347429,577,15,9
11347429,809,15,9
11348421,303,13,8
11348421,778,15,9
11351292,156,13,7
11351292,168,13,7
11351292,1579,16,11
11351292,1837,16,11
11351292,1849,16,11
11353084,307,16,8
11353084,1196,14,10
11353084,1638,14,10
11353684,113,12,7
11355484,5,6,3
11355484,1693,18,11
11358475,411,14,9
11358475,1350,17,10
11358475,2266,17,10
11358475,2284,17,10
11360864,197,11,7
11360864,928,15,10
11360864,1024,15,10
11360864,1454,15,10
11363265,332,13,8
11363265,642,14,9
11363265,940,14,9
11363265,1013,15,10
11366114,73,10,6
11366114,243,13,8
11366114,393,13,8
11366114,410,13,8
11366114,1347,16,10
11366114,1478,16,10
11366114,2613,17,11
11368045,1406,16,10
11368045,1456,16,10
11370229,168,13,7
11370229,1379,17,10
11372835,1213,15,9
11375228,2028,16,10
11380016,2003,17,11
11380016,2115,17,11
11380016,2158,17,11
11381840,172,11,7
11381840,698,15,9
11381840,946,15,9
11382405,192,13,8
11384797,1810,17,10
11384797,2222,17,11
11387193,914,16,9
11391996,1072,14,10
11394399,237,11,7
11394399,896,14,9
11396787,1432,16,10
11396787,2302,19,11
11401841,22,9,5
11401841,141,12,7
11403881,31,8,4
11404433,206,13,8
11414074,8,5,2
11418595,51,10,6
11419843,8,6,3
11419939,28,8,4
11420331,2,3,1
11420331,24,8,4
11423112,1781,16,11
11425507,2049,18,11
11426251,231,13,8
11426251,233,13,8
11426787,56,10,6
11426787,415,14,8
11427779,15,7,3
11427779,156,11,7
11427779,162,11,7
11427897,75,11,6
11430293,56,11,5
11430293,485,16,9
11430293,1602,18,10
11432949,316,16,8
11432949,723,17,9
11437550,482,13,8
11437550,976,14,9
11437550,2411,17,11
11439853,987,17,10
11439853,1505,17,10
11439853,1607,17,10
11439853,1689,17,10
11442605,64,11,6
11442605,228,13,8
11442605,308,13,8
11447026,608,13,8
11449424,1843,16,11
11449424,2339,16,11
11451815,801,15,9
11451815,1526,18,11
11454208,887,13,10
11454208,1310,13,10
11454208,1918,15,11
11456595,1809,19,10
11458931,26,9,5
11458931,219,12,7
11458931,677,15,9
11458931,958,16,9
11458931,1387,16,9
11461379,1945,16,10
11463775,1399,15,11
11466169,67,11,6
11466169,887,16,9
11466169,1012,16,9
11466169,1725,19,11
11466169,1763,19,11
11466169,1851,19,11
11466169,1910,19,11
11468177,1302,15,9
11468177,1317,15,9
11468177,1426,18,11
11468177,1516,18,11
11468177,1953,18,11
11468177,2008,18,11
11473351,637,14,9
11475183,8,7,3
11475183,374,12,8
11475183,543,13,8
11475743,450,12,9
11475743,522,12,9
11475743,558,12,9
11476223,269,12,9
11476223,480,12,9
11477039,93,10,6
11477039,766,17,9
11477599,10,8,3
11477599,442,13,8
11477599,513,13,8
11478919,92,11,6
11478919,331,12,8
11478919,646,14,9
11480538,661,16,9
11480538,942,16,9
11480538,1598,18,11
11482935,536,14,9
11482935,2168,17,11
11482935,2308,17,11
11484639,42,9,6
11485600,40,9,6
11485600,42,9,6
11486280,22,7,4
11486560,146,11,7
11486560,170,11,7
11486560,234,11,7
11486648,20,7,4
11487272,8,5,2
11487718,156,12,7
11489606,154,11,7
11490677,17,7,3
11491125,234,14,7
11491789,19,8,4
11494917,46,12,5
11494917,1760,17,11
11494917,1983,17,11
11495581,87,10,5
11495581,129,11,6
11495581,385,13,8
11495581,425,14,8
11495581,647,14,8
11497279,1522,15,10
11499255,1703,14,10
11502079,1479,13,10
11506866,1335,18,11
11506866,1633,18,11
11511528,149,11,7
11511528,1244,15,10
11512789,13,7,3
11513381,8,7,3
11517061,2,4,2
11517349,278,13,8
11523462,525,14,9
11523746,187,13,8
11529260,28,8,4
11529260,381,16,8
11530692,346,12,8
11530692,834,14,9
11531532,405,14,9
11535551,424,12,8
11538338,256,13,8
11538338,2419,18,11
11540282,8,5,2
11540282,44,9,5
11540282,1002,16,10
11542403,1177,16,10
11548568,97,11,6
11550189,53,11,6
11552317,593,14,10
11552317,2039,17,11
11552317,2043,17,11
11553573,17,8,3
11553573,1113,17,10
11554109,274,12,7
11558783,9,8,3
11561718,15,6,3
11562822,97,11,7
11562822,147,11,7
11563462,414,12,8
11563734,204,11,7
11564238,120,10,7
11564238,277,13,8
11564988,22,8,4
11564988,26,8,4
11564988,73,10,6
11564988,424,13,8
11566657,1096,15,10
11566657,1421,15,10
11566657,1595,15,10
11566657,1611,17,11
11569168,827,17,9
11570432,169,15,7
11570432,516,12,9
11573849,2215,17,10
11574721,868,14,9
11575913,7,5,2
11575913,1080,17,10
11577260,2,3,1
11577260,22,8,4
11580797,59,11,5
11580797,727,14,9
11580797,1350,14,9
11580797,2480,17,11
11581158,113,11,7
11582950,69,10,6
11582950,744,14,9
11585134,1,3,1
11585398,8,6,3
11585518,28,7,4
11585606,13,6,3
11586116,199,12,7
11587740,202,13,8
11589981,265,12,7
11589981,275,12,7
11590608,10,7,3
11590608,125,11,7
11590888,174,11,7
11590888,254,13,8
11591000,26,9,5
11591000,76,9,5
11591272,88,9,6
11591272,268,13,7
11591392,18,9,4
11591392,50,9,6
11594410,251,14,8
11594410,680,14,8
11594410,1320,17,10
11594410,1956,17,10
11594410,2203,17,10
11594410,2277,17,10
11594410,2424,17,10
11594410,2676,17,10
11597457,31,9,5
11597457,55,10,5
11597457,59,10,5
11597457,177,13,8
11597577,22,8,4
11598350,157,14,7
11598678,5,4,2
11599430,27,9,4
11599430,123,11,7
11601433,24,7,4
11604950,432,14,8
11604950,1169,16,10
11608415,20,9,4
11608623,19,7,5
11608903,9,7,4
11608903,11,7,4
11611646,793,12,9
11615298,17,8,3
11616106,22,8,4
11619005,453,13,8
11619005,900,16,10
11624073,1355,16,10
11625153,871,16,10
11625153,1036,16,10
11626177,228,13,8
11626177,709,15,10
11626475,245,15,8
11627347,9,6,3
11627347,137,12,7
11627347,541,14,9
11628879,23,8,5
11629599,15,8,3
11629599,701,15,9
11632539,9,6,3
11633371,199,11,7
11635138,370,12,8
11635138,372,12,8
11635138,1256,15,9
11636062,752,14,9
11636342,29,9,5
11639512,749,17,10
11639512,1485,17,10
11639512,2479,17,10
11639512,2980,19,12
11642746,26,8,4
11650403,126,12,7
11650403,463,15,9
11650403,1245,15,9
11653175,2207,20,11
11653175,2586,20,11
11655179,1558,20,10
11661798,8,6,3
11664695,11,7,4
11667179,1037,16,10
11671303,19,7,4
11673309,69,9,5
11678875,18,7,4
11678875,1518,17,11
11679118,41,8,4
11680974,17,7,4
11680974,181,10,7
11681504,143,10,7
11683272,2,3,1
11683272,400,12,8
11685422,30,7,4
11685422,252,13,7
11685750,2,3,1
11685750,94,10,6
11687042,18,8,3
11687106,32,10,4
11687554,20,10,4
11689467,27,8,4
11689467,49,10,5
11689763,22,8,4
11690067,16,6,3
11690123,6,5,3
11692157,10,7,3
11692157,223,11,7
11692517,274,14,8
11693472,821,14,9
11694496,428,14,9
11695632,5,6,2
11695632,708,13,10
11695720,25,7,4
11698201,15,7,4
11698201,896,19,9
11698201,1749,21,10
11698201,2131,23,11
11698620,5,6,3
11698828,3,3,1
11699068,9,6,3
11704010,11,8,4
11704482,9,6,2
11704514,13,8,3
11704666,31,10,5
11705438,139,11,7
11706278,14,6,3
11707414,25,9,5
11707742,82,8,5
11709422,28,7,4
11709422,42,7,4
11709422,352,14,8
11709422,709,15,9
11710225,338,14,9
11710225,568,14,9
11710225,680,14,9
11713338,15,8,4
11715614,21,8,4
11722190,59,9,5
11722430,192,12,8
11724582,2060,17,11
11726734,229,12,8
11730034,619,15,8
11730866,84,11,6
11732125,32,9,5
11732893,7,7,3
11732893,87,10,5
11732933,1,1,0
11732933,23,10,4
11733109,2,4,2
11733109,157,13,7
11733285,32,9,4
11733285,48,11,6
11733285,114,12,6
11733525,18,7,3
11733525,148,13,6
11733557,16,7,3
11733557,20,7,3
11733589,24,10,5
11733645,4,5,2
11733645,20,8,4
11733741,4,5,2
11733741,24,8,4
11733741,50,11,6
11733829,14,8,3
11733829,34,10,4
11733829,54,11,5
11734005,84,12,6
11734005,150,14,7
11734093,2,5,2
11734093,60,10,5
11734155,60,11,5
11734603,18,8,4
11734603,382,14,8
11734699,2,3,1
11734699,16,8,4
11735291,28,10,5
11735291,410,12,8
11735475,33,8,5
11735563,5,5,3
11735563,39,9,4
11735595,1,2,0
11735595,17,8,4
11735595,25,8,4
11735595,29,8,4
11735651,9,6,3
11735651,27,8,4
11735651,43,9,6
11735771,23,7,4
11735771,81,9,5
11736551,1,2,0
11737479,33,8,4
11737479,509,14,9
11738023,3,4,1
11738023,347,13,8
11738079,1,2,0
11738079,49,9,6
11738948,68,10,5
11738948,576,14,9
11740716,167,12,6
11740716,1416,15,10
11741308,3,3,1
11741614,5,5,2
11743262,1,3,1
11744308,24,8,5
11745420,34,9,4
11746889,16,8,4
11747697,26,9,5
11750929,941,15,10
11753321,1367,17,10
11754313,8,5,2
11754313,707,14,9
11755625,874,18,9
11756405,65,11,6
11756677,3,4,2
11756853,67,12,6
11758420,7,6,3
11760276,74,10,5
11763829,15,7,3
11763829,75,11,6
11764101,6,7,3
11764101,247,12,8
11764253,76,10,5
11764253,80,10,5
11764397,12,6,3
11767120,186,11,7
11767120,936,14,9
11767120,1386,16,11
11767688,44,10,5
11768560,23,8,5
11768560,279,12,8
11768672,7,6,2
11768704,3,4,1
11768704,23,10,4
11768768,24,10,4
11769368,48,9,5
11775346,3,5,2
11776306,23,8,5
11777525,146,14,7
11779445,12,7,3
11782921,3,5,2
11784713,119,13,6
11784713,251,15,7
11784745,28,8,4
11785129,5,5,2
11785545,27,9,4
11786057,79,12,7
11790127,108,10,6
11792860,9,6,3
11793036,9,5,3
11795912,187,11,7
11795912,209,12,8
11800220,18,7,4
11802369,7,6,2
11803449,28,9,5
11805994,17,8,4
11806354,263,13,8
11807402,102,11,6
11808660,51,9,5
11808660,270,13,8
11809108,13,6,3
11809108,219,12,7
11809316,7,6,3
11811652,14,7,3
11812364,2,3,1
11812548,18,7,3
11813926,5,4,2
11813926,75,10,6
11814070,60,11,6
11814070,109,11,6
11814166,32,9,5
11814430,14,7,3
11816795,42,9,5
11819943,16,7,4
11820644,191,12,7
11820724,19,6,3
11821532,29,9,5
11822012,8,6,3
11822644,3,3,1
11824592,276,12,8
11827250,13,7,3
11828387,144,10,6
11830245,24,9,4
11831469,20,8,4
11836139,27,8,4
11837125,658,14,8
11841907,592,15,9
11843435,258,13,7
11843915,118,12,7
11844719,6,6,2
11850317,3,5,2
11851093,183,13,7
11852048,18,8,5
11852048,385,13,9
11852400,13,7,3
11856261,1235,16,9
11859463,6,5,2
11865144,12,7,4
11865831,130,11,7
11867223,73,9,5
11867223,249,13,7
11867223,727,16,9
11868209,893,18,9
11870361,14,7,4
11870361,24,7,4
11870361,644,15,8
11871649,23,9,4
11871649,456,15,9
11874364,328,15,8
11876546,24,10,4
11876546,901,16,9
11878991,28,8,5
11878991,68,8,5
11880152,147,11,7
11880152,1029,16,10
11882547,178,12,6
11886058,3,5,2
11886058,55,11,6
11887310,1173,16,10
11889222,968,15,10
11891854,2,3,1
11892006,10,6,3
11892357,19,8,3
11892357,179,13,8
11894483,829,17,10
11897018,8,5,2
11897018,193,14,8
11897018,659,15,8
11897018,1864,18,10
11897882,21,7,4
11899253,204,13,7
11901581,230,13,8
11908274,9,6,2
11910371,2,3,1
11910371,690,14,8
11911204,714,17,9
11913587,2300,17,10
11914603,11,5,3
11914603,21,8,4
11914603,237,13,7
11914691,41,10,5
11918849,10,8,3
11918969,4,5,2
11921274,18,8,4
11921778,268,12,7
11923813,61,10,6
11924653,364,14,8
11924893,146,11,6
11924893,238,12,8
11925133,78,12,6
11926475,6,5,3
11926475,344,14,8
11927943,109,11,6
11928087,28,9,5
11928271,28,8,5
11928863,99,10,6
11928895,25,10,4
11931905,134,15,7
11933641,94,12,7
11933881,50,9,5
11934089,18,8,4
11934297,107,13,7
11934361,26,10,5
11934929,28,9,5
11934985,20,8,4
11935049,10,8,4
11936609,25,9,4
11936609,27,9,4
11936609,115,12,7
11936609,131,12,7
11937073,225,13,7
11937073,437,15,9
11938139,32,9,5
11938139,344,12,7
11938139,346,12,7
11939011,19,7,3
11939011,787,15,9
11939920,721,16,9
11940400,16,7,3
11940400,18,7,5
11940400,22,7,5
11940400,52,10,6
11940400,62,10,6
11940400,156,11,6
11940848,163,12,7
11940848,209,12,7
11940848,347,14,8
11941472,173,11,7
11941472,249,12,7
11942284,166,12,8
11942284,180,12,8
11942492,21,7,4
11942492,163,12,7
11944679,2058,17,10
11945071,101,9,6
11948467,29,8,5
11949235,22,8,5
11949438,22,9,4
11949798,30,8,4
11949798,32,8,4
11950118,121,11,6
11950774,25,8,5
11950774,440,14,8
11951390,29,8,4
11951390,365,13,9
11951446,17,6,3
11952481,19,9,4
11952481,391,15,9
11954843,6,6,3
11954843,171,13,8
11954843,239,13,8
11954843,377,13,8
11954843,1394,16,10
11954843,2063,16,10
11955547,83,9,5
11955547,145,12,7
11955547,179,12,7
11955547,181,12,7
11955755,181,14,7
11956355,13,7,3
11956355,45,11,5
11956355,304,12,8
11956379,17,7,4
11956648,9,7,4
11956648,113,10,6
11956648,150,10,6
11956648,230,12,8
11958919,68,10,5
11958919,84,11,6
11958919,1975,15,10
11959551,151,15,7
11960767,229,11,8
11961071,137,11,7
11961755,231,12,8
11963698,438,15,9
11964330,22,8,4
11964330,305,14,8
11964682,14,8,4
11964682,24,8,4
11965314,79,13,6
11965314,249,12,8
11965458,9,6,2
11965458,11,7,3
11968634,1012,17,9
11968634,1600,19,10
11968634,1650,19,10
11969770,23,8,4
11969770,53,11,6
11969770,165,12,7
11970306,55,12,5
11970306,313,13,9
11970306,315,13,9
11970634,10,5,2
11970634,118,12,7
11970634,120,12,7
11971440,322,11,7
11971440,348,11,7
11971440,470,13,9
11972248,97,11,6
11972248,176,13,8
11972248,621,13,8
11972248,625,13,8
11973526,152,13,8
11973526,225,13,8
11973526,227,13,8
11973950,22,9,4
11973950,175,10,6
11973950,396,13,9
11975206,48,10,6
11975206,422,14,8
11975206,884,15,10
11975206,984,15,10
11975566,2,3,1
11975566,174,12,8
11975566,315,12,8
11975653,35,9,4
11976645,53,11,5
11976645,250,14,8
11976853,6,7,3
11976853,145,12,6
11977653,19,7,3
11977653,788,16,9
11978042,7,5,2
11978042,164,12,6
11978042,228,13,7
11979658,10,5,2
11979658,330,13,8
11980138,121,13,7
11980138,210,13,7
11980138,410,16,9
11980437,1,1,0
11980525,20,8,4
11980613,16,8,3
11980741,10,7,3
11981125,8,7,3
11981805,87,11,6
11982197,24,10,5
11982197,96,11,6
11982645,28,9,5
11982645,56,12,6
11983177,65,10,5
11983177,256,12,7
11984017,8,6,2
11984017,761,15,9
11984553,5,5,2
11984553,350,14,8
11985185,14,8,3
11987301,30,9,4
11987301,221,13,7
11987509,11,7,3
11989963,5,5,3
11989963,7,5,3
11989963,35,9,4
11989963,309,14,8
11990445,30,8,4
11990773,3,4,2
11990773,104,12,6
11990893,17,8,4
11990893,19,8,4
11990893,95,10,6
11991189,14,7,3
11991189,16,7,3
11992532,326,13,8
11992532,859,15,9
11992532,1315,15,9
11992892,125,11,6
11993524,23,8,5
11994772,24,9,5
11995316,26,8,5
11995316,176,11,6
11995972,31,9,4
11995972,166,11,7
11995972,432,13,9
11996668,19,8,4
11996668,559,13,9
11996756,17,6,3
11996756,79,9,5
11998189,643,16,9
11998189,645,16,9
11998189,679,16,9
11998189,681,16,9
11998189,801,16,9
11998189,1121,16,10
11998189,1123,16,10
11998189,1222,16,10
11998813,22,8,4
11998813,88,9,5
11998813,98,12,7
11998813,347,13,7
11998813,389,14,8
11999293,7,7,3
11999293,359,15,8
11999477,31,10,5
12000105,27,8,4
12000105,61,10,6
12000105,87,10,6
12000105,211,13,7
12000105,531,15,9
12000105,581,15,9
12000377,21,8,4
12000377,251,13,7
12000905,121,12,6
12000905,383,13,8
12001417,21,8,4
12001417,23,8,4
12001953,345,13,8
12002105,26,9,5
12002105,46,9,5
12002345,10,8,4
12002345,210,14,7
12002729,21,8,4
12004193,14,8,3
12004193,1057,17,10
12008018,9,6,2
12008018,176,12,7
12011095,31,9,5
12011095,1764,18,11
12011271,1,2,0
12011271,127,12,6
12015517,2,5,2
12015605,32,10,5
12017339,22,8,4
12018659,32,8,4
12019460,1,3,1
12019460,373,13,9
12020564,164,12,7
12021342,152,11,7
12021910,4,4,2
12021910,6,4,2
12021910,48,9,5
12022270,2,3,1
12022270,48,11,5
12022294,18,6,3
12023198,26,8,4
12023462,22,7,3
12025558,31,9,5
12025558,1827,19,11
12025678,41,8,4
12027768,28,9,5
12027824,2,3,1
12028729,28,9,5
12028729,36,9,5
12029265,12,7,3
12029321,30,9,4
12030433,598,14,9
12031266,16,8,3
12031266,478,14,9
12031506,10,6,2
12031506,96,12,6
12035418,240,13,7
12035778,13,8,3
12037122,25,10,4
12037122,149,16,7
12037690,24,8,4
12038409,31,9,4
12039185,19,9,5
12039393,19,9,4
12039689,128,13,6
12041176,439,14,8
12041448,123,11,7
12042528,23,9,4
12043298,99,11,6
12043298,219,13,7
12044977,1467,17,10
12045633,11,8,3
12045665,9,6,2
12049180,12,6,3
12049596,32,9,5
12050031,140,11,7
12050031,282,12,7
12050159,3,4,1
12052127,746,14,10
12052423,5,5,2
12052927,21,10,4
12053887,9,8,3
12054303,13,8,3
12055408,25,8,5
12055408,522,13,9
12055736,299,13,8
12056392,477,14,9
12058509,6,6,3
12058509,86,12,6
12061007,1405,16,10
12063066,20,7,4
12063066,661,16,9
12064355,21,8,4
12065307,3,3,1
12067666,25,9,5
12067666,101,12,7
12069002,4,5,2
12069514,22,8,4
12069514,1168,16,10
12070442,1,2,1
12073337,20,8,4
12073607,4,5,2
12076290,159,15,7
12077394,6,5,2
12078671,16,8,5
12078671,201,11,7
12079031,14,7,4
12080760,616,13,8
12081544,2,3,1
12081560,20,6,4
12082064,21,8,5
12082064,243,12,8
12082128,27,8,5
12082240,4,4,1
12082240,20,10,4
12083140,292,13,8
12083732,4,3,1
12083732,367,15,8
12083732,393,15,8
12084748,528,14,10
12084844,23,8,4
12085404,32,9,5
12086421,14,7,3
12086421,16,7,3
12092046,1,3,1
12092046,19,7,4
12092046,370,12,8
12095683,25,9,4
12096747,4,5,3
12097075,20,8,5
12103790,26,7,4
12107189,128,12,6
12108261,27,9,4
12108997,17,8,3
12110094,29,7,4
12110094,31,8,4
12111670,1039,17,10
12115321,32,10,5
12117185,7,6,2
12117873,15,7,3
12117873,685,15,9
12117937,5,5,2
12118177,8,6,2
12118529,23,10,4
12118737,3,5,2
12119420,16,8,4
12119444,12,6,3
12119508,5,6,3
12120252,8,6,3
12120252,12,6,3
12120340,14,6,3
12120372,32,8,5
12120404,1,3,1
12120428,3,3,1
12120460,26,8,4
12120492,14,8,4
12120516,20,7,3
12120612,6,6,3
12120612,8,6,3
12120668,13,7,4
12120668,31,9,5
12120700,27,8,4
12120756,25,8,5
12121116,9,6,3
12121946,3,5,2
12121946,169,13,7
12121978,19,8,4
12122154,21,8,4
12122154,105,11,6
12122482,2,2,1
12122666,17,8,4
12122842,8,5,2
12122842,10,5,2
12122930,4,5,2
12123106,13,8,3
12123106,19,9,4
12123170,30,9,4
12125902,21,7,4
12128271,2284,20,11
12128623,19,8,5
12133026,624,13,8
12133298,242,14,8
12134106,3,5,2
12134962,9,6,2
12135733,4,4,2
12136269,9,6,3
12136389,15,8,3
12137013,19,7,3
12138769,15,7,3
12139633,30,9,5
12139873,3,5,2
12140429,231,13,8
12141229,4,5,2
12141229,22,8,4
12141677,9,6,3
12141853,31,9,5
12141909,16,7,3
12142981,6,7,3
12142981,189,12,8
12143093,14,7,3
12143093,20,7,3
12145185,38,10,6
12145561,22,7,4
12145593,12,8,4
12147283,518,14,8
12147371,24,8,4
12149921,214,13,8
12152658,169,12,7
12152658,171,12,7
12156775,364,15,9
12157791,22,9,4
12160456,9,7,4
12162294,22,6,3
12163510,10,6,3
12164586,21,8,4
12167190,65,10,5
12167190,571,18,9
12168534,28,9,5
12168534,184,12,7
12171038,363,13,9
12172790,9,6,3
12173182,23,9,4
12173270,21,6,3
12173326,25,7,4
12173865,154,12,6
12174305,6,6,2
12174577,12,7,3
12174785,5,5,2
12175081,71,11,6
12175649,26,9,4
12178916,24,8,4
12178916,463,13,8
12179068,4,3,1
12179244,17,8,4
12179244,36,8,4
12181008,29,8,5
12181216,168,10,7
12182941,274,12,8
12184725,22,10,5
12184725,729,16,9
12186059,420,13,8
12188088,17,7,4
12188360,167,10,7
12189488,251,12,7
12189488,253,12,7
12190084,52,11,5
12191276,3,3,1
12193057,109,11,6
12193769,510,17,9
12193865,16,8,4
12197216,1139,14,9
12198528,11,8,3
12198616,15,6,4
12198912,13,8,3
12200722,809,16,10
12202255,16,8,5
12202255,122,11,6
12202255,204,12,7
12202503,8,7,4
12202503,200,14,7
12202831,17,8,5
12202895,5,6,2
12202927,29,7,5
12203183,16,7,5
12203183,18,7,5
12203455,32,11,5
12203455,52,11,5
12203479,10,6,4
12203599,25,8,5
12203751,5,5,2
12204725,51,9,5
12206973,76,12,6
12207237,20,8,3
12207413,19,7,3
12207821,18,8,4
12210908,29,9,5
12210908,31,9,5
12211140,3,3,1
12213338,29,10,5
12219470,2,3,1
12221222,39,10,6
12221966,24,7,4
12222502,19,7,3
12226169,4,5,2
12232180,28,9,5
12236069,5,4,2
12236717,5,5,2
12236989,2,5,2
12237341,10,7,3
12237851,189,14,7
12237971,9,6,3
12238387,5,6,3
12238387,21,8,5
12238803,14,6,3
12238803,16,6,3
12239923,10,6,3
12240731,2,3,1
12240755,20,9,5
12240875,28,8,4
12240963,4,6,3
12241259,24,8,4
12241795,13,7,3
12242091,16,8,4
12244265,29,8,4
12244990,137,15,7
12244990,218,15,7
12245190,27,9,4
12245254,11,6,3
12245342,28,8,4
12245374,13,7,3
12245374,19,9,4
12245462,29,9,5
12245494,3,4,2
12245550,16,7,4
12245582,16,7,4
12245582,26,7,4
12245582,32,8,4
12245638,30,9,4
12250279,19,7,4
12252130,47,10,6
12253386,26,8,4
12253770,18,8,4
12253770,20,8,4
12254074,22,8,4
12255256,4,4,1
12255704,23,6,4
12255968,4,4,1
12257698,29,9,4
12261393,76,10,5
12261817,26,9,5
12262145,5,5,2
12262145,65,12,5
12263009,22,9,4
12263129,11,7,4
12263697,14,7,3
12264055,144,11,7
12264383,23,10,4
12264471,13,6,4
12264863,22,9,4
12265991,27,8,4
12266023,19,7,4
12266111,21,10,4
12266443,123,12,7
12266651,4,6,3
12266771,21,9,5
12266891,1,2,0
12267187,10,6,3
12268299,30,9,4
12268299,1094,16,10
12268565,4,4,2
12268685,22,8,4
12268773,2,4,2
12268925,12,7,3
12269253,12,7,3
12269493,24,9,5
12269525,10,7,3
12269757,338,13,8
12269965,20,8,4
12272089,583,16,9
12273257,18,8,4
12273313,3,5,2
12273347,1678,15,10
12274067,28,9,5
12274875,50,9,5
12275555,19,7,3
12275619,7,6,3
12275707,21,8,4
12277434,3,5,2
12277466,19,7,4
12278387,234,12,7
12279523,20,8,4
12279619,25,9,4
12279675,4,6,3
12280123,8,6,3
12281433,5,5,2
12281649,30,8,5
12282393,566,16,10
12282393,568,16,10
12282457,8,5,2
12282673,3,5,2
12282809,21,8,4
12283258,32,10,5
12283762,6,5,2
12283914,1,2,1
12285557,35,10,5
12286693,1,1,0
12286909,5,5,2
12288990,6,5,2
12289142,1,3,1
12290258,6,5,2
12291362,8,6,2
12291650,12,8,3
12291826,11,7,3
12293558,1,3,1
12293798,31,8,4
12295035,8,6,3
12295139,14,7,3
12295507,3,3,1
12296243,8,6,3
12296515,2,3,1
12296635,11,6,3
12297202,117,13,7
12297202,253,15,8
12297826,1,2,1
12297850,23,8,4
12298274,2,2,1
12298434,8,6,2
12299106,21,9,4
12299194,21,8,4
12299466,15,8,4
12300383,14,8,3
12301191,20,7,4
12303708,23,7,4
12307012,69,11,7
12307340,12,5,3
12309108,11,6,3
12309181,3,5,2
12309413,237,14,8
12309413,253,14,8
12311517,5,5,2
12312040,247,13,8
12312040,574,14,9
12312040,1509,14,9
12312040,1946,17,11
12312040,2046,17,11
12312040,2217,17,11
12312040,2350,17,11
12312040,2385,17,11
12313926,62,10,5
12313926,1337,14,9
12316315,250,13,8
12316315,788,16,10
12316315,1374,16,10
12318708,836,17,9
12318708,2196,16,11
12321090,1632,17,10
12321090,2194,17,10
12323474,1111,16,10
12323474,2349,16,10
12325859,218,12,7
12325859,600,15,9
12325859,1787,15,10
12328251,1799,17,11
12330259,4,6,3
12330619,3,3,1
12330820,2,3,1
12332420,1,3,1
12333050,260,16,8
12333050,1723,20,10
12333050,1894,20,10
12333050,2672,21,11
12333050,3342,21,11
12333050,3989,21,11
12333050,4593,17,12
12334962,5,5,2
12335417,814,15,9
12337822,1692,15,10
12339350,6,4,2
12340473,3,5,2
12341081,563,16,9
12341081,1035,18,10
12341081,1332,18,10
12341081,2059,19,11
12341081,2599,19,11
12341081,2974,19,11
12342572,1396,18,11
12342572,1398,18,11
12347352,3,4,1
12349737,400,15,9
12352126,1937,14,10
12354514,577,15,9
12357258,2232,17,11
12357626,3,5,2
12357746,7,6,2
12359924,6,6,3
12361687,143,12,7
12361687,1541,18,10
12362111,2,4,1
12363751,4,5,2
12364073,2230,17,10
12366452,579,14,8
12366452,591,14,8
12366940,2,3,1
12367108,8,6,3
12367140,2,3,1
12367140,6,6,3
12367172,4,3,1
12367172,18,7,3
12367988,4,3,1
12369006,5,5,2
12369318,3,4,2
12369374,3,5,2
12369414,7,6,3
12370022,7,6,3
12370070,5,4,2
12371094,7,6,3
12371094,895,15,9
12371094,1956,17,11
12371094,3186,17,11
12371094,3375,18,11
12371094,3637,18,11
12371094,3723,18,11
12371812,5,6,3
12372276,4,3,1
12373601,1189,16,10
12376002,658,15,9
12376002,660,15,9
12378655,5,6,2
12378655,2191,15,10
12380898,3,5,2
12380898,165,11,7
12380898,205,11,7
12380898,231,13,8
12381042,1,2,1
12381042,73,10,6
12381042,77,10,6
12382762,8,5,2
12382762,23,8,4
12382762,816,16,10
12382762,1289,16,10
12382762,1571,16,10
12383795,4,6,3
12383795,21,8,5
12383795,27,8,5
12383795,154,12,6
12385535,1649,15,11
12387924,1557,15,10
12387924,1581,15,10
12387924,2378,18,11
12390310,1102,17,10
12392848,8,6,2
12392848,534,14,9
12392848,879,14,9
12392848,1645,16,10
12392848,1647,16,10
12395096,76,9,5
12395096,953,16,10
12395096,1926,17,10
12396376,4,4,1
12396376,64,9,5
12396376,560,15,9
12396376,1050,16,10
12399983,2,4,1
12401735,8,7,4
12402709,5,4,2
12403205,2,4,2
12403709,6,7,3
12403741,8,7,3
12408845,5,5,2
12408845,1306,20,10
12409605,6,7,3
12409605,392,13,9
12409605,486,13,9
12412621,4,5,2
12413181,8,7,3
12413181,522,13,8
12414137,835,16,9
12415465,2,5,2
12421314,965,16,9
12423702,55,10,5
